country,year,type,age,f,m,total
Slovenia,2006,sp,65,19,6,25
Slovenia,2007,ep,014,0,3,3
Slovenia,2007,ep,1524,1,2,3
Slovenia,2007,ep,2534,3,1,4
Slovenia,2007,ep,3544,2,1,3
Slovenia,2007,ep,4554,1,1,2
Slovenia,2007,ep,5564,1,NA,NA
Slovenia,2007,ep,65,11,10,21
Slovenia,2007,sn,014,2,1,3
Slovenia,2007,sn,1524,3,3,6
Slovenia,2007,sn,2534,2,6,8
Slovenia,2007,sn,3544,1,3,4
Slovenia,2007,sn,4554,3,6,9
Slovenia,2007,sn,5564,5,6,11
Slovenia,2007,sn,65,15,15,30
Slovenia,2007,sp,014,0,0,0
Slovenia,2007,sp,1524,1,0,1
Slovenia,2007,sp,2534,5,7,12
Slovenia,2007,sp,3544,6,15,21
Slovenia,2007,sp,4554,2,14,16
Slovenia,2007,sp,5564,3,12,15
Slovenia,2007,sp,65,16,9,25
Slovenia,2008,ep,014,1,0,1
Slovenia,2008,ep,1524,2,1,3
Slovenia,2008,ep,2534,1,1,2
Slovenia,2008,ep,3544,1,1,2
Slovenia,2008,ep,4554,1,1,2
Slovenia,2008,ep,5564,0,5,5
Slovenia,2008,ep,65,9,9,18
Slovenia,2008,sn,014,1,1,2
Slovenia,2008,sn,1524,1,3,4
Slovenia,2008,sn,2534,3,5,8
Slovenia,2008,sn,3544,1,5,6
Slovenia,2008,sn,4554,4,12,16
Slovenia,2008,sn,5564,0,7,7
Slovenia,2008,sn,65,26,14,40
Slovenia,2008,sp,014,0,0,0
Slovenia,2008,sp,1524,2,3,5
Slovenia,2008,sp,2534,7,12,19
Slovenia,2008,sp,3544,2,9,11
Slovenia,2008,sp,4554,5,17,22
Slovenia,2008,sp,5564,2,12,14
Slovenia,2008,sp,65,7,3,10
Slovenia,2009,ep,014,0,1,1
Slovenia,2009,ep,1524,0,1,1
Slovenia,2009,ep,2534,0,3,3
Slovenia,2009,ep,3544,0,1,1
Slovenia,2009,ep,4554,2,1,3
Slovenia,2009,ep,5564,1,1,2
Slovenia,2009,ep,65,7,7,14
Slovenia,2009,sn,014,2,3,5
Slovenia,2009,sn,1524,1,4,5
Slovenia,2009,sn,2534,4,6,10
Slovenia,2009,sn,3544,6,5,11
Slovenia,2009,sn,4554,6,6,12
Slovenia,2009,sn,5564,2,7,9
Slovenia,2009,sn,65,13,5,18
Slovenia,2009,sp,014,0,0,0
Slovenia,2009,sp,1524,3,3,6
Slovenia,2009,sp,2534,6,8,14
Slovenia,2009,sp,3544,4,13,17
Slovenia,2009,sp,4554,1,14,15
Slovenia,2009,sp,5564,3,6,9
Slovenia,2009,sp,65,17,7,24
Slovenia,2010,ep,014,0,0,0
Slovenia,2010,ep,1524,1,1,2
Slovenia,2010,ep,2534,1,3,4
Slovenia,2010,ep,3544,0,4,4
Slovenia,2010,ep,4554,3,1,4
Slovenia,2010,ep,5564,2,2,4
Slovenia,2010,ep,65,8,4,12
Slovenia,2010,sn,014,3,0,3
Slovenia,2010,sn,1524,4,2,6
Slovenia,2010,sn,2534,6,3,9
Slovenia,2010,sn,3544,0,9,9
Slovenia,2010,sn,4554,1,3,4
Slovenia,2010,sn,5564,3,7,10
Slovenia,2010,sn,65,15,11,26
Slovenia,2010,sp,014,0,0,0
Slovenia,2010,sp,1524,1,4,5
Slovenia,2010,sp,2534,5,7,12
Slovenia,2010,sp,3544,2,10,12
Slovenia,2010,sp,4554,4,9,13
Slovenia,2010,sp,5564,1,6,7
Slovenia,2010,sp,65,3,12,15
Slovenia,2011,ep,014,2,0,2
Slovenia,2011,ep,1524,1,0,1
Slovenia,2011,ep,2534,0,3,3
Slovenia,2011,ep,3544,1,2,3
Slovenia,2011,ep,4554,0,2,2
Slovenia,2011,ep,5564,5,3,8
Slovenia,2011,ep,65,4,3,7
Slovenia,2011,sn,014,2,0,2
Slovenia,2011,sn,1524,0,2,2
Slovenia,2011,sn,2534,5,10,15
Slovenia,2011,sn,3544,5,4,9
Slovenia,2011,sn,4554,3,5,8
Slovenia,2011,sn,5564,3,7,10
Slovenia,2011,sn,65,14,13,27
Slovenia,2011,sp,014,0,0,0
Slovenia,2011,sp,1524,0,3,3
Slovenia,2011,sp,2534,5,9,14
Slovenia,2011,sp,3544,4,16,20
Slovenia,2011,sp,4554,2,12,14
Slovenia,2011,sp,5564,1,8,9
Slovenia,2011,sp,65,17,5,22
Slovenia,2012,ep,014,0,0,0
Slovenia,2012,ep,1524,0,0,0
Slovenia,2012,ep,2534,2,2,4
Slovenia,2012,ep,3544,0,2,2
Slovenia,2012,ep,4554,2,0,2
Slovenia,2012,ep,5564,1,1,2
Slovenia,2012,ep,65,1,2,3
Slovenia,2012,sn,014,2,3,5
Slovenia,2012,sn,1524,2,0,2
Slovenia,2012,sn,2534,3,2,5
Slovenia,2012,sn,3544,2,1,3
Slovenia,2012,sn,4554,4,5,9
Slovenia,2012,sn,5564,3,4,7
Slovenia,2012,sn,65,17,16,33
Slovenia,2012,sp,014,0,0,0
Slovenia,2012,sp,1524,2,2,4
Slovenia,2012,sp,2534,3,6,9
Slovenia,2012,sp,3544,0,4,4
Slovenia,2012,sp,4554,1,8,9
Slovenia,2012,sp,5564,1,6,7
Slovenia,2012,sp,65,9,5,14
Slovenia,2013,rel,014,1,1,2
Slovenia,2013,rel,1524,2,3,5
Slovenia,2013,rel,2534,7,12,19
Slovenia,2013,rel,3544,3,5,8
Slovenia,2013,rel,4554,10,18,28
Slovenia,2013,rel,5564,6,13,19
Slovenia,2013,rel,65,39,19,58
Solomon Islands,1995,sp,014,3,2,5
Solomon Islands,1995,sp,1524,17,14,31
Solomon Islands,1995,sp,2534,11,6,17
Solomon Islands,1995,sp,3544,7,5,12
Solomon Islands,1995,sp,4554,12,7,19
Solomon Islands,1995,sp,5564,13,9,22
Solomon Islands,1995,sp,65,0,3,3
Solomon Islands,1996,sp,014,5,4,9
Solomon Islands,1996,sp,1524,5,9,14
Solomon Islands,1996,sp,2534,9,9,18
Solomon Islands,1996,sp,3544,8,3,11
Solomon Islands,1996,sp,4554,12,7,19
Solomon Islands,1996,sp,5564,6,4,10
Solomon Islands,1996,sp,65,3,6,9
Solomon Islands,1997,sp,014,3,2,5
Solomon Islands,1997,sp,1524,19,20,39
Solomon Islands,1997,sp,2534,14,8,22
Solomon Islands,1997,sp,3544,10,6,16
Solomon Islands,1997,sp,4554,8,9,17
Solomon Islands,1997,sp,5564,4,4,8
Solomon Islands,1997,sp,65,1,5,6
Solomon Islands,1998,sp,014,2,3,5
Solomon Islands,1998,sp,1524,14,15,29
Solomon Islands,1998,sp,2534,16,9,25
Solomon Islands,1998,sp,3544,10,14,24
Solomon Islands,1998,sp,4554,11,18,29
Solomon Islands,1998,sp,5564,7,7,14
Solomon Islands,1998,sp,65,2,12,14
Solomon Islands,2000,sp,014,8,3,11
Solomon Islands,2000,sp,1524,15,13,28
Solomon Islands,2000,sp,2534,13,4,17
Solomon Islands,2000,sp,3544,7,8,15
Solomon Islands,2000,sp,4554,7,8,15
Solomon Islands,2000,sp,5564,5,10,15
Solomon Islands,2000,sp,65,2,6,8
Solomon Islands,2002,sp,014,0,3,3
Solomon Islands,2002,sp,1524,16,16,32
Solomon Islands,2002,sp,2534,15,12,27
Solomon Islands,2002,sp,3544,4,9,13
Solomon Islands,2002,sp,4554,2,9,11
Solomon Islands,2002,sp,5564,7,7,14
Solomon Islands,2002,sp,65,4,4,8
Solomon Islands,2003,sp,014,9,4,13
Solomon Islands,2003,sp,1524,14,14,28
Solomon Islands,2003,sp,2534,14,9,23
Solomon Islands,2003,sp,3544,16,12,28
Solomon Islands,2003,sp,4554,13,14,27
Solomon Islands,2003,sp,5564,10,8,18
Solomon Islands,2003,sp,65,1,0,1
Solomon Islands,2004,sp,014,10,6,16
Solomon Islands,2004,sp,1524,22,11,33
Solomon Islands,2004,sp,2534,20,12,32
Solomon Islands,2004,sp,3544,13,8,21
Solomon Islands,2004,sp,4554,14,11,25
Solomon Islands,2004,sp,5564,8,9,17
Solomon Islands,2004,sp,65,3,5,8
Solomon Islands,2005,sp,014,9,4,13
Solomon Islands,2005,sp,1524,23,14,37
Solomon Islands,2005,sp,2534,21,18,39
Solomon Islands,2005,sp,3544,12,9,21
Solomon Islands,2005,sp,4554,11,15,26
Solomon Islands,2005,sp,5564,9,12,21
Solomon Islands,2005,sp,65,1,11,12
Solomon Islands,2006,ep,014,14,18,32
Solomon Islands,2006,ep,1524,9,4,13
Solomon Islands,2006,ep,2534,7,4,11
Solomon Islands,2006,ep,3544,3,3,6
Solomon Islands,2006,ep,4554,2,2,4
Solomon Islands,2006,ep,5564,3,3,6
Solomon Islands,2006,ep,65,0,2,2
Solomon Islands,2006,sn,014,26,21,47
Solomon Islands,2006,sn,1524,7,8,15
Solomon Islands,2006,sn,2534,4,14,18
Solomon Islands,2006,sn,3544,10,11,21
Solomon Islands,2006,sn,4554,15,13,28
Solomon Islands,2006,sn,5564,9,16,25
Solomon Islands,2006,sn,65,5,9,14
Solomon Islands,2006,sp,014,4,1,5
Solomon Islands,2006,sp,1524,16,13,29
Solomon Islands,2006,sp,2534,14,11,25
Solomon Islands,2006,sp,3544,9,4,13
Solomon Islands,2006,sp,4554,14,4,18
Solomon Islands,2006,sp,5564,8,14,22
Solomon Islands,2006,sp,65,4,8,12
Solomon Islands,2007,ep,014,16,20,36
Solomon Islands,2007,ep,1524,3,13,16
Solomon Islands,2007,ep,2534,10,10,20
Solomon Islands,2007,ep,3544,5,9,14
Solomon Islands,2007,ep,4554,2,6,8
Solomon Islands,2007,ep,5564,1,0,1
Solomon Islands,2007,ep,65,0,4,4
Solomon Islands,2007,sn,014,12,17,29
Solomon Islands,2007,sn,1524,12,9,21
Solomon Islands,2007,sn,2534,14,4,18
Solomon Islands,2007,sn,3544,6,9,15
Solomon Islands,2007,sn,4554,14,14,28
Solomon Islands,2007,sn,5564,11,14,25
Solomon Islands,2007,sn,65,2,9,11
Solomon Islands,2007,sp,014,5,5,10
Solomon Islands,2007,sp,1524,12,15,27
Solomon Islands,2007,sp,2534,25,16,41
Solomon Islands,2007,sp,3544,9,12,21
Solomon Islands,2007,sp,4554,10,9,19
Solomon Islands,2007,sp,5564,5,8,13
Solomon Islands,2007,sp,65,5,6,11
Solomon Islands,2008,ep,014,11,11,22
Solomon Islands,2008,ep,1524,8,10,18
Solomon Islands,2008,ep,2534,7,13,20
Solomon Islands,2008,ep,3544,5,10,15
Solomon Islands,2008,ep,4554,3,7,10
Solomon Islands,2008,ep,5564,4,7,11
Solomon Islands,2008,ep,65,1,0,1
Solomon Islands,2008,sn,014,16,18,34
Solomon Islands,2008,sn,1524,6,9,15
Solomon Islands,2008,sn,2534,5,6,11
Solomon Islands,2008,sn,3544,14,7,21
Solomon Islands,2008,sn,4554,8,11,19
Solomon Islands,2008,sn,5564,14,9,23
Solomon Islands,2008,sn,65,2,11,13
Solomon Islands,2008,sp,014,4,3,7
Solomon Islands,2008,sp,1524,13,17,30
Solomon Islands,2008,sp,2534,23,12,35
Solomon Islands,2008,sp,3544,11,11,22
Solomon Islands,2008,sp,4554,13,10,23
Solomon Islands,2008,sp,5564,3,11,14
Solomon Islands,2008,sp,65,2,7,9
Solomon Islands,2009,ep,014,22,29,51
Solomon Islands,2009,ep,1524,7,8,15
Solomon Islands,2009,ep,2534,13,5,18
Solomon Islands,2009,ep,3544,8,7,15
Solomon Islands,2009,ep,4554,5,12,17
Solomon Islands,2009,ep,5564,7,7,14
Solomon Islands,2009,ep,65,3,4,7
Solomon Islands,2009,sn,014,14,7,21
Solomon Islands,2009,sn,1524,1,2,3
Solomon Islands,2009,sn,2534,7,6,13
Solomon Islands,2009,sn,3544,7,4,11
Solomon Islands,2009,sn,4554,6,6,12
Solomon Islands,2009,sn,5564,9,9,18
Solomon Islands,2009,sn,65,2,6,8
Solomon Islands,2009,sp,014,9,3,12
Solomon Islands,2009,sp,1524,19,11,30
Solomon Islands,2009,sp,2534,19,17,36
Solomon Islands,2009,sp,3544,9,8,17
Solomon Islands,2009,sp,4554,11,8,19
Solomon Islands,2009,sp,5564,7,8,15
Solomon Islands,2009,sp,65,3,6,9
Solomon Islands,2010,ep,014,21,15,36
Solomon Islands,2010,ep,1524,11,17,28
Solomon Islands,2010,ep,2534,7,6,13
Solomon Islands,2010,ep,3544,2,6,8
Solomon Islands,2010,ep,4554,8,4,12
Solomon Islands,2010,ep,5564,3,3,6
Solomon Islands,2010,ep,65,0,2,2
Solomon Islands,2010,sn,014,15,11,26
Solomon Islands,2010,sn,1524,7,7,14
Solomon Islands,2010,sn,2534,4,6,10
Solomon Islands,2010,sn,3544,3,7,10
Solomon Islands,2010,sn,4554,7,9,16
Solomon Islands,2010,sn,5564,7,3,10
Solomon Islands,2010,sn,65,4,8,12
Solomon Islands,2010,sp,014,4,4,8
Solomon Islands,2010,sp,1524,19,16,35
Solomon Islands,2010,sp,2534,17,18,35
Solomon Islands,2010,sp,3544,11,16,27
Solomon Islands,2010,sp,4554,5,8,13
Solomon Islands,2010,sp,5564,4,3,7
Solomon Islands,2010,sp,65,5,3,8
Solomon Islands,2011,ep,014,25,28,53
Solomon Islands,2011,ep,1524,7,14,21
Solomon Islands,2011,ep,2534,10,9,19
Solomon Islands,2011,ep,3544,10,5,15
Solomon Islands,2011,ep,4554,6,3,9
Solomon Islands,2011,ep,5564,4,0,4
Solomon Islands,2011,ep,65,1,5,6
Solomon Islands,2011,sn,014,20,14,34
Solomon Islands,2011,sn,1524,7,6,13
Solomon Islands,2011,sn,2534,5,7,12
Solomon Islands,2011,sn,3544,7,6,13
Solomon Islands,2011,sn,4554,9,3,12
Solomon Islands,2011,sn,5564,6,11,17
Solomon Islands,2011,sn,65,3,4,7
Solomon Islands,2011,sp,014,3,3,6
Solomon Islands,2011,sp,1524,13,15,28
Solomon Islands,2011,sp,2534,27,22,49
Solomon Islands,2011,sp,3544,15,12,27
Solomon Islands,2011,sp,4554,10,7,17
Solomon Islands,2011,sp,5564,16,8,24
Solomon Islands,2011,sp,65,2,6,8
Solomon Islands,2012,ep,014,15,19,34
Solomon Islands,2012,ep,1524,12,15,27
Solomon Islands,2012,ep,2534,10,10,20
Solomon Islands,2012,ep,3544,4,5,9
Solomon Islands,2012,ep,4554,4,4,8
Solomon Islands,2012,ep,5564,4,4,8
Solomon Islands,2012,ep,65,0,6,6
Solomon Islands,2012,sn,014,10,9,19
Solomon Islands,2012,sn,1524,8,4,12
Solomon Islands,2012,sn,2534,8,4,12
Solomon Islands,2012,sn,3544,9,3,12
Solomon Islands,2012,sn,4554,4,5,9
Solomon Islands,2012,sn,5564,4,6,10
Solomon Islands,2012,sn,65,4,9,13
Solomon Islands,2012,sp,014,5,3,8
Solomon Islands,2012,sp,1524,20,20,40
Solomon Islands,2012,sp,2534,18,19,37
Solomon Islands,2012,sp,3544,11,10,21
Solomon Islands,2012,sp,4554,8,12,20
Solomon Islands,2012,sp,5564,12,8,20
Solomon Islands,2012,sp,65,5,6,11
Solomon Islands,2013,rel,014,33,33,66
Solomon Islands,2013,rel,1524,47,39,86
Solomon Islands,2013,rel,2534,30,36,66
Solomon Islands,2013,rel,3544,14,24,38
Solomon Islands,2013,rel,4554,22,26,48
Solomon Islands,2013,rel,5564,10,24,34
Solomon Islands,2013,rel,65,10,12,22
Somalia,1995,sp,014,38,46,84
Somalia,1995,sp,1524,158,334,492
Somalia,1995,sp,2534,139,730,869
Somalia,1995,sp,3544,97,201,298
Somalia,1995,sp,4554,40,127,167
Somalia,1995,sp,5564,25,278,303
Somalia,1995,sp,65,16,109,125
Somalia,1996,sp,014,49,45,94
Somalia,1996,sp,1524,221,439,660
Somalia,1996,sp,2534,224,557,781
Somalia,1996,sp,3544,108,263,371
Somalia,1996,sp,4554,50,153,203
Somalia,1996,sp,5564,38,82,120
Somalia,1996,sp,65,26,63,89
Somalia,1997,sp,014,63,72,135
Somalia,1997,sp,1524,296,565,861
Somalia,1997,sp,2534,313,658,971
Somalia,1997,sp,3544,173,311,484
Somalia,1997,sp,4554,82,187,269
Somalia,1997,sp,5564,56,172,228
Somalia,1997,sp,65,37,112,149
Somalia,1998,sp,014,77,99,176
Somalia,1998,sp,1524,270,541,811
Somalia,1998,sp,2534,321,599,920
Somalia,1998,sp,3544,176,337,513
Somalia,1998,sp,4554,78,198,276
Somalia,1998,sp,5564,74,145,219
Somalia,1998,sp,65,80,126,206
Somalia,1999,sp,014,131,136,267
Somalia,1999,sp,1524,302,643,945
Somalia,1999,sp,2534,302,678,980
Somalia,1999,sp,3544,190,383,573
Somalia,1999,sp,4554,100,175,275
Somalia,1999,sp,5564,74,175,249
Somalia,1999,sp,65,74,124,198
Somalia,2000,sp,014,85,113,198
Somalia,2000,sp,1524,354,740,1094
Somalia,2000,sp,2534,319,724,1043
Somalia,2000,sp,3544,219,408,627
Somalia,2000,sp,4554,110,254,364
Somalia,2000,sp,5564,72,195,267
Somalia,2000,sp,65,41,142,183
Somalia,2001,sp,014,91,125,216
Somalia,2001,sp,1524,439,899,1338
Somalia,2001,sp,2534,413,880,1293
Somalia,2001,sp,3544,259,476,735
Somalia,2001,sp,4554,129,310,439
Somalia,2001,sp,5564,97,257,354
Somalia,2001,sp,65,69,196,265
Somalia,2002,sp,014,112,119,231
Somalia,2002,sp,1524,468,922,1390
Somalia,2002,sp,2534,447,821,1268
Somalia,2002,sp,3544,302,478,780
Somalia,2002,sp,4554,172,307,479
Somalia,2002,sp,5564,111,219,330
Somalia,2002,sp,65,75,176,251
Somalia,2003,sp,014,106,118,224
Somalia,2003,sp,1524,535,1054,1589
Somalia,2003,sp,2534,462,850,1312
Somalia,2003,sp,3544,333,513,846
Somalia,2003,sp,4554,171,319,490
Somalia,2003,sp,5564,161,250,411
Somalia,2003,sp,65,104,214,318
Somalia,2004,sp,014,129,175,304
Somalia,2004,sp,1524,676,1228,1904
Somalia,2004,sp,2534,618,1059,1677
Somalia,2004,sp,3544,428,610,1038
Somalia,2004,sp,4554,266,419,685
Somalia,2004,sp,5564,157,326,483
Somalia,2004,sp,65,110,278,388
Somalia,2005,sp,014,169,125,294
Somalia,2005,sp,1524,752,1343,2095
Somalia,2005,sp,2534,636,1114,1750
Somalia,2005,sp,3544,436,725,1161
Somalia,2005,sp,4554,292,458,750
Somalia,2005,sp,5564,212,330,542
Somalia,2005,sp,65,157,319,476
Somalia,2006,ep,014,83,187,270
Somalia,2006,ep,1524,190,325,515
Somalia,2006,ep,2534,183,316,499
Somalia,2006,ep,3544,120,187,307
Somalia,2006,ep,4554,88,167,255
Somalia,2006,ep,5564,54,76,130
Somalia,2006,ep,65,14,44,58
Somalia,2006,sn,014,96,198,294
Somalia,2006,sn,1524,205,394,599
Somalia,2006,sn,2534,204,375,579
Somalia,2006,sn,3544,145,222,367
Somalia,2006,sn,4554,126,210,336
Somalia,2006,sn,5564,87,111,198
Somalia,2006,sn,65,29,77,106
Somalia,2006,sp,014,170,166,336
Somalia,2006,sp,1524,668,1377,2045
Somalia,2006,sp,2534,628,1121,1749
Somalia,2006,sp,3544,432,647,1079
Somalia,2006,sp,4554,269,436,705
Somalia,2006,sp,5564,171,309,480
Somalia,2006,sp,65,131,336,467
Somalia,2007,ep,014,0,0,0
Somalia,2007,ep,1524,0,0,0
Somalia,2007,ep,2534,0,0,0
Somalia,2007,ep,3544,0,0,0
Somalia,2007,ep,4554,0,0,0
Somalia,2007,ep,5564,0,0,0
Somalia,2007,ep,65,0,0,0
Somalia,2007,sn,014,0,0,0
Somalia,2007,sn,1524,0,0,0
Somalia,2007,sn,2534,0,0,0
Somalia,2007,sn,3544,0,0,0
Somalia,2007,sn,4554,0,0,0
Somalia,2007,sn,5564,0,0,0
Somalia,2007,sn,65,0,0,0
Somalia,2007,sp,014,135,125,260
Somalia,2007,sp,1524,602,1239,1841
Somalia,2007,sp,2534,520,1008,1528
Somalia,2007,sp,3544,378,578,956
Somalia,2007,sp,4554,243,407,650
Somalia,2007,sp,5564,181,296,477
Somalia,2007,sp,65,129,289,418
Somalia,2008,ep,014,0,0,0
Somalia,2008,ep,1524,0,0,0
Somalia,2008,ep,2534,0,0,0
Somalia,2008,ep,3544,0,0,0
Somalia,2008,ep,4554,0,0,0
Somalia,2008,ep,5564,0,0,0
Somalia,2008,ep,65,0,0,0
Somalia,2008,sn,014,0,0,0
Somalia,2008,sn,1524,0,0,0
Somalia,2008,sn,2534,0,0,0
Somalia,2008,sn,3544,0,0,0
Somalia,2008,sn,4554,0,0,0
Somalia,2008,sn,5564,0,0,0
Somalia,2008,sn,65,0,0,0
Somalia,2008,sp,014,138,116,254
Somalia,2008,sp,1524,604,1273,1877
Somalia,2008,sp,2534,587,1067,1654
Somalia,2008,sp,3544,439,635,1074
Somalia,2008,sp,4554,285,422,707
Somalia,2008,sp,5564,191,314,505
Somalia,2008,sp,65,151,298,449
Somalia,2009,sp,014,129,175,304
Somalia,2009,sp,1524,560,1118,1678
Somalia,2009,sp,2534,524,974,1498
Somalia,2009,sp,3544,396,585,981
Somalia,2009,sp,4554,231,410,641
Somalia,2009,sp,5564,185,314,499
Somalia,2009,sp,65,141,305,446
Somalia,2010,sp,014,91,109,200
Somalia,2010,sp,1524,467,1036,1503
Somalia,2010,sp,2534,444,886,1330
Somalia,2010,sp,3544,341,496,837
Somalia,2010,sp,4554,188,355,543
Somalia,2010,sp,5564,137,266,403
Somalia,2010,sp,65,132,277,409
Somalia,2011,ep,014,240,300,540
Somalia,2011,sn,014,640,842,1482
Somalia,2011,sp,014,114,113,227
Somalia,2011,sp,1524,495,1147,1642
Somalia,2011,sp,2534,465,1047,1512
Somalia,2011,sp,3544,348,587,935
Somalia,2011,sp,4554,260,398,658
Somalia,2011,sp,5564,168,330,498
Somalia,2011,sp,65,135,277,412
Somalia,2012,ep,014,215,269,484
Somalia,2012,sn,014,712,918,1630
Somalia,2012,sp,014,121,129,250
Somalia,2012,sp,1524,553,1147,1700
Somalia,2012,sp,2534,554,1014,1568
Somalia,2012,sp,3544,396,560,956
Somalia,2012,sp,4554,267,449,716
Somalia,2012,sp,5564,165,296,461
Somalia,2012,sp,65,169,307,476
Somalia,2013,rel,014,122,150,272
Somalia,2013,rel,1524,621,1138,1759
Somalia,2013,rel,2534,588,1124,1712
Somalia,2013,rel,3544,430,578,1008
Somalia,2013,rel,4554,303,450,753
Somalia,2013,rel,5564,199,309,508
Somalia,2013,rel,65,189,337,526
South Africa,1999,sp,014,75,52,127
South Africa,1999,sp,1524,972,624,1596
South Africa,1999,sp,2534,1384,1697,3081
South Africa,1999,sp,3544,779,1834,2613
South Africa,1999,sp,4554,314,966,1280
South Africa,1999,sp,5564,159,434,593
South Africa,1999,sp,65,110,221,331
South Africa,2000,sp,014,122,116,238
South Africa,2000,sp,1524,1283,723,2006
South Africa,2000,sp,2534,1716,1999,3715
South Africa,2000,sp,3544,933,2135,3068
South Africa,2000,sp,4554,423,1146,1569
South Africa,2000,sp,5564,167,435,602
South Africa,2000,sp,65,80,212,292
South Africa,2001,sp,014,275,163,438
South Africa,2001,sp,1524,2237,1490,3727
South Africa,2001,sp,2534,3220,3844,7064
South Africa,2001,sp,3544,1748,3540,5288
South Africa,2001,sp,4554,781,1838,2619
South Africa,2001,sp,5564,295,690,985
South Africa,2001,sp,65,168,255,423
South Africa,2002,sp,014,3261,3081,6342
South Africa,2002,sp,1524,7081,5147,12228
South Africa,2002,sp,2534,11312,13681,24993
South Africa,2002,sp,3544,6080,13215,19295
South Africa,2002,sp,4554,2611,7038,9649
South Africa,2002,sp,5564,1076,2342,3418
South Africa,2002,sp,65,600,942,1542
South Africa,2003,sp,014,2341,1769,4110
South Africa,2003,sp,1524,12600,10107,22707
South Africa,2003,sp,2534,16867,20392,37259
South Africa,2003,sp,3544,9207,17862,27069
South Africa,2003,sp,4554,4080,9540,13620
South Africa,2003,sp,5564,1972,3604,5576
South Africa,2003,sp,65,1172,1495,2667
South Africa,2004,sp,014,2810,2269,5079
South Africa,2004,sp,1524,14166,11030,25196
South Africa,2004,sp,2534,18975,22120,41095
South Africa,2004,sp,3544,10839,19675,30514
South Africa,2004,sp,4554,4887,10653,15540
South Africa,2004,sp,5564,2182,3908,6090
South Africa,2004,sp,65,1174,1580,2754
South Africa,2005,sp,014,2561,2035,4596
South Africa,2005,sp,1524,13632,10422,24054
South Africa,2005,sp,2534,19343,20576,39919
South Africa,2005,sp,3544,11338,19465,30803
South Africa,2005,sp,4554,5416,11143,16559
South Africa,2005,sp,5564,2352,4124,6476
South Africa,2005,sp,65,1348,1705,3053
South Africa,2006,ep,014,2457,2673,5130
South Africa,2006,ep,1524,3966,2207,6173
South Africa,2006,ep,2534,8576,6848,15424
South Africa,2006,ep,3544,5384,6476,11860
South Africa,2006,ep,4554,2297,3372,5669
South Africa,2006,ep,5564,901,1391,2292
South Africa,2006,ep,65,571,730,1301
South Africa,2006,sn,014,16172,17471,33643
South Africa,2006,sn,1524,5632,3225,8857
South Africa,2006,sn,2534,11104,9340,20444
South Africa,2006,sn,3544,6888,8706,15594
South Africa,2006,sn,4554,3153,5329,8482
South Africa,2006,sn,5564,1497,2361,3858
South Africa,2006,sn,65,1023,1313,2336
South Africa,2006,sp,014,2579,2062,4641
South Africa,2006,sp,1524,14073,10498,24571
South Africa,2006,sp,2534,20387,21273,41660
South Africa,2006,sp,3544,12656,19743,32399
South Africa,2006,sp,4554,5767,11752,17519
South Africa,2006,sp,5564,2550,4392,6942
South Africa,2006,sp,65,1505,1862,3367
South Africa,2007,ep,014,3750,4026,7776
South Africa,2007,ep,1524,3290,4539,7829
South Africa,2007,ep,2534,5267,6925,12192
South Africa,2007,ep,3544,4439,3752,8191
South Africa,2007,ep,4554,2553,2198,4751
South Africa,2007,ep,5564,1726,1578,3304
South Africa,2007,ep,65,867,828,1695
South Africa,2007,sn,014,12568,12766,25334
South Africa,2007,sn,1524,9170,7211,16381
South Africa,2007,sn,2534,11383,10979,22362
South Africa,2007,sn,3544,8114,8905,17019
South Africa,2007,sn,4554,5787,5788,11575
South Africa,2007,sn,5564,3217,4096,7313
South Africa,2007,sn,65,2633,3014,5647
South Africa,2007,sp,014,2511,1909,4420
South Africa,2007,sp,1524,14410,10514,24924
South Africa,2007,sp,2534,21049,21948,42997
South Africa,2007,sp,3544,13190,20076,33266
South Africa,2007,sp,4554,6245,12164,18409
South Africa,2007,sp,5564,2964,4792,7756
South Africa,2007,sp,65,1811,2021,3832
South Africa,2008,ep,014,3964,4265,8229
South Africa,2008,ep,1524,3389,4694,8083
South Africa,2008,ep,2534,5575,7148,12723
South Africa,2008,ep,3544,4670,3998,8668
South Africa,2008,ep,4554,2694,2345,5039
South Africa,2008,ep,5564,1894,1686,3580
South Africa,2008,ep,65,987,942,1929
South Africa,2008,sn,014,14856,14640,29496
South Africa,2008,sn,1524,10888,9870,20758
South Africa,2008,sn,2534,15868,14816,30684
South Africa,2008,sn,3544,9880,10644,20524
South Africa,2008,sn,4554,7988,6879,14867
South Africa,2008,sn,5564,4719,5636,10355
South Africa,2008,sn,65,2943,3345,6288
South Africa,2008,sp,014,2360,1863,4223
South Africa,2008,sp,1524,14010,10172,24182
South Africa,2008,sp,2534,21579,21706,43285
South Africa,2008,sp,3544,13778,20699,34477
South Africa,2008,sp,4554,7146,12724,19870
South Africa,2008,sp,5564,3234,5169,8403
South Africa,2008,sp,65,2117,2246,4363
South Africa,2009,ep,014,6960,7869,14829
South Africa,2009,ep,1524,7866,8558,16424
South Africa,2009,ep,2534,9999,11843,21842
South Africa,2009,ep,3544,8697,9382,18079
South Africa,2009,ep,4554,6759,5875,12634
South Africa,2009,ep,5564,4684,3957,8641
South Africa,2009,ep,65,2548,2120,4668
South Africa,2009,sn,014,15641,15312,30953
